original name,title,primary_name,rest_of_name,suffix,fuller_form,numbers,dates,birth date,death date,auth link,source
"Noble, Gladwyn Kingsley, 1894-1940.",,Noble,Gladwyn Kingsley,,,,1894-1940,1894,1940,http://id.loc.gov/authorities/names/no2010020655,lcnaf
"Williams, R. E. O. (Robert Evan Owen)",,Williams,R. E. O.,,Robert Evan Owen,,,,,http://id.loc.gov/authorities/names/n88044219,lcnaf
"Bartlett, Lynn M. (Lynn Mahlon), 1904-1970.",,Bartlett,Lynn M.,,Lynn Mahlon,,1904-1970,1904,1970,http://id.loc.gov/authorities/names/no2008189085,lcnaf
"Dever, Paul A. (Paul Andrew), 1903-1958",,Dever,Paul A.,,Paul Andrew,,1903-1958,1903,1958,http://id.loc.gov/authorities/names/no2010077329,lcnaf
"Kahn, Ernestine Krolik.",,Kahn,Ernestine Krolik,,,,,,,,lcnaf
"Brown, Francis, 1903-1995",,Brown,Francis,,,,1903-1995,1903,1995,http://id.loc.gov/authorities/names/n50039648,lcnaf
"Bartlett, Robert H.",,Bartlett,Robert H,,,,,,,,lcnaf
"Lewis, C. S. (Clive Staples), 1898-1963.",,Lewis,C. S.,,Clive Staples,,1898-1963,1898,1963,http://id.loc.gov/authorities/names/n79003974,lcnaf
"Van Wagoner, Murray.",,Van Wagoner,Murray,,,,,,,http://id.loc.gov/authorities/names/n2007009148,lcnaf
"Higgins, Sylvester W.",,Higgins,Sylvester W,,,,,,,http://id.loc.gov/authorities/names/nr92027018,lcnaf
"Korff, S. A. (Sergei Aleksandrovich), baron, 1876-1924.",Baron,Korff,S. A.,,Sergei Aleksandrovich,,1876-1924,1876,1924,http://id.loc.gov/authorities/names/no89011611,lcnaf
"Garfield, James A. (James Abram), 1831-1881.",,Garfield,James A.,,James Abram,,1831-1881,1831,1881,http://id.loc.gov/authorities/names/n50015182,lcnaf
"Ling, Shata Lurie.",,Ling,Shata Lurie,,,,,,,,lcnaf
"Noble, Charles, 1797-1874.",,Noble,Charles,,,,1797-1874,1797,1874,http://id.loc.gov/authorities/names/n88218739,lcnaf
"Lathrop, Rufus G.",,Lathrop,Rufus G,,,,,,,,lcnaf
"Stevens, Thaddeus, 1792-1868.",,Stevens,Thaddeus,,,,1792-1868,1792,1868,http://id.loc.gov/authorities/names/n50023914,lcnaf
"McAllister, Thomas Raymond, 1905-",,McAllister,Thomas Raymond,,,,b. 1905,1905,,,lcnaf
"Revelli, William D. (William Donald), 1902-1994.",,Revelli,William D.,,William Donald,,1902-1994,1902,1994,http://id.loc.gov/authorities/names/n82217046,lcnaf
"Allen, Francis A.",,Allen,Francis A,,,,,,,,lcnaf
"Hammerstein, Oscar, 1895-1960.",,Hammerstein,Oscar,,,,1895-1960,1895,1960,http://id.loc.gov/authorities/names/n50020012,lcnaf
"Howell, Charles S., d. 1903.",,Howell,Charles S.,,,,d. 1903,,1903,,lcnaf
"Edge, Laura A.",,Edge,Laura A,,,,,,,,lcnaf
"Wilson, James T. (James Tinley), 1914-1978.",,Wilson,James T.,,James Tinley,,1914-1978,1914,1978,,lcnaf
"Hutchins, Robert Maynard, 1899-1977",,Hutchins,Robert Maynard,,,,1899-1977,1899,1977,http://id.loc.gov/authorities/names/n50030338,lcnaf
"Callow, Laura Carter, 1927-",,Callow,Laura Carter,,,,b. 1927,1927,,,lcnaf
"Gosling, John R. G.",,Gosling,John R. G,,,,,,,,lcnaf
"Varner, Nellie M.",,Varner,Nellie M,,,,,,,,lcnaf
"Kemnitz, Milton.",,Kemnitz,Milton,,,,,,,,lcnaf
"Stein, Clarence S.",,Stein,Clarence S,,,,,,,,lcnaf
"Fitzgerald, Frank Dwight, 1885-1939.",,Fitzgerald,Frank Dwight,,,,1885-1939,1885,1939,http://id.loc.gov/authorities/names/no2008183317,lcnaf
"Wagner, Henry Raup, 1862-1957.",,Wagner,Henry Raup,,,,1862-1957,1862,1957,http://id.loc.gov/authorities/names/n50021346,lcnaf
"Kershner, Howard Eldred, 1891-1990.",,Kershner,Howard Eldred,,,,1891-1990,1891,1990,http://id.loc.gov/authorities/names/n84118702,lcnaf
"Moore, Walden.",,Moore,Walden,,,,,,,http://id.loc.gov/authorities/names/n92118464,lcnaf
"Case, Leverette N.",,Case,Leverette N,,,,,,,,lcnaf
"Farnum, Billie S. (Billie Sunday), 1916-",,Farnum,Billie S.,,Billie Sunday,,b. 1916,1916,,,lcnaf
"Beebe, Lorraine B. (Lorraine Boekeloo)",,Beebe,Lorraine B.,,Lorraine Boekeloo,,,,,,lcnaf
"Stimson, Henry L. (Henry Lewis), 1867-1950.",,Stimson,Henry L.,,Henry Lewis,,1867-1950,1867,1950,http://id.loc.gov/authorities/names/n50011364,lcnaf
"Allen, Knatarsha.",,Allen,Knatarsha,,,,,,,,lcnaf
"Gresham, Walter Quintin, 1832-1895.",,Gresham,Walter Quintin,,,,1832-1895,1832,1895,http://id.loc.gov/authorities/names/n87839859,lcnaf
"Allen, Devere, 1891-1955.",,Allen,Devere,,,,1891-1955,1891,1955,http://id.loc.gov/authorities/names/n50041041,lcnaf
"Early, Willa R. (Willa Rhodes), 1883-",,Early,Willa R.,,Willa Rhodes,,b. 1883,1883,,,lcnaf
"Kaufmann, Susan W.",,Kaufmann,Susan W,,,,,,,,lcnaf
"Davis, William L.",,Davis,William L,,,,,,,,lcnaf
"Gellein, Hilmer.",,Gellein,Hilmer,,,,,,,,lcnaf
"Hammond, Matthew B., 1904-",,Hammond,Matthew B.,,,,b. 1904,1904,,,lcnaf
"Garfield, James Rudolph, 1865-1950.",,Garfield,James Rudolph,,,,1865-1950,1865,1950,http://id.loc.gov/authorities/names/n88679726,lcnaf
"Allen, Mildred.",,Allen,Mildred,,,,,,,http://id.loc.gov/authorities/names/no93002049,lcnaf
"Graves, Martha Calhoun, 1826-1904.",,Graves,Martha Calhoun,,,,1826-1904,1826,1904,,lcnaf
"Collier, Victory P.",,Collier,Victory P,,,,,,,,lcnaf
"Eliot, Frederick May, 1889-1958.",,Eliot,Frederick May,,,,1889-1958,1889,1958,http://id.loc.gov/authorities/names/n91034501,lcnaf
"Niehuss, Marvin Lemmon, 1903-2003",,Niehuss,Marvin Lemmon,,,,1903-2003,1903,2003,http://id.loc.gov/authorities/names/no2007059707,lcnaf
"Thoreson, Leonard.",,Thoreson,Leonard,,,,,,,,lcnaf
"Sockman, Ralph W. (Ralph Washington), 1889-1970.",,Sockman,Ralph W.,,Ralph Washington,,1889-1970,1889,1970,http://id.loc.gov/authorities/names/n92017647,lcnaf
"Swan, Henry Harrison, 1840-1916.",,Swan,Henry Harrison,,,,1840-1916,1840,1916,,lcnaf
"Celler, Emanuel, 1888-1981",,Celler,Emanuel,,,,1888-1981,1888,1981,http://id.loc.gov/authorities/names/n86114201,lcnaf
"Norstad, Lauris, 1907-1988",,Norstad,Lauris,,,,1907-1988,1907,1988,http://id.loc.gov/authorities/names/no90017168,lcnaf
"Ammann, Michael S.",,Ammann,Michael S,,,,,,,,lcnaf
"Duke, Kevin.",,Duke,Kevin,,,,,,,http://id.loc.gov/authorities/names/n89629161,lcnaf
"Benítez, Jaime, 1908-2001",,Benítez,Jaime,,,,1908-2001,1908,2001,http://id.loc.gov/authorities/names/n88682582,lcnaf
"Gillein, Hilmer.",,Gillein,Hilmer,,,,,,,,lcnaf
"Boyce, Gray Cowan, 1899-1981.",,Boyce,Gray Cowan,,,,1899-1981,1899,1981,http://id.loc.gov/authorities/names/n81004162,lcnaf
"Farnsley, Charles Roland Peaslee, 1907-",,Farnsley,Charles Roland Peaslee,,,,b. 1907,1907,,,lcnaf
"Jeter, Derek, 1974-",,Jeter,Derek,,,,b. 1974,1974,,,lcnaf
"Flatt, Anna Hall Stewart.",,Flatt,Anna Hall Stewart,,,,,,,,lcnaf
"Yoakum, Clarence Stone, 1879-1945.",,Yoakum,Clarence Stone,,,,1879-1945,1879,1945,http://id.loc.gov/authorities/names/n2006182445,lcnaf
"Lawrence, Howard Cyrus, 1890-1961.",,Lawrence,Howard Cyrus,,,,1890-1961,1890,1961,http://id.loc.gov/authorities/names/no2008183527,lcnaf
"Baur, Emil Gottlob, d. 1894.",,Baur,Emil Gottlob,,,,d. 1894,,1894,,lcnaf
"Minges, Abram, 1818-1908.",,Minges,Abram,,,,1818-1908,1818,1908,,lcnaf
"Rickenbacker, Eddie, 1890-1973.",,Rickenbacker,Eddie,,,,1890-1973,1890,1973,http://id.loc.gov/authorities/names/n79021901,lcnaf
"Anderson, William J.",,Anderson,William J,,,,,,,,lcnaf
"Campbell, Valeria, 1815-1895.",,Campbell,Valeria,,,,1815-1895,1815,1895,,lcnaf
"Sussman, Alfred S.",,Sussman,Alfred S,,,,,,,http://id.loc.gov/authorities/names/n88682559,lcnaf
"Ford, Charles O.",,Ford,Charles O,,,,,,,,lcnaf
"Gibbons, Delmar D., 1913-",,Gibbons,Delmar D.,,,,b. 1913,1913,,,lcnaf
"McCallum, George P. (George Porterfield), 1871-1952.",,McCallum,George P.,,George Porterfield,,1871-1952,1871,1952,,lcnaf
"Cleveland, Clyde.",,Cleveland,Clyde,,,,,,,,lcnaf
"Kinne, Edward DeWitt, 1842-1921.",,Kinne,Edward DeWitt,,,,1842-1921,1842,1921,,lcnaf
"Millen, George W., b. 1863.",,Millen,George W.,,,,b. 1863,1863,,,lcnaf
"Claxton, Philander Priestley, 1862-1957.",,Claxton,Philander Priestley,,,,1862-1957,1862,1957,http://id.loc.gov/authorities/names/no2011078251,lcnaf
"Ingraham, Edward W., 1812-1881.",,Ingraham,Edward W.,,,,1812-1881,1812,1881,,lcnaf
"Miller, Janette Estelle, 1879-1969",,Miller,Janette Estelle,,,,1879-1969,1879,1969,,lcnaf
"Birge, E. A. (Edward Asahel), 1851-1950.",,Birge,E. A.,,Edward Asahel,,1851-1950,1851,1950,http://id.loc.gov/authorities/names/n85826843,lcnaf
"Peterson, John A.",,Peterson,John A,,,,,,,,lcnaf
"Kellogg, E. E. (Ella Ervilla)",,Kellogg,E. E.,,Ella Ervilla,,,,,http://id.loc.gov/authorities/names/n91036557,lcnaf
"Eliasohn, Jack, 1908-",,Eliasohn,Jack,,,,b. 1908,1908,,,lcnaf
"Shelley, Howard, 1909-2003.",,Shelley,Howard,,,,1909-2003,1909,2003,,lcnaf
"Kent, Charles A. (Charles Artemis), 1835-1917.",,Kent,Charles A.,,Charles Artemis,,1835-1917,1835,1917,http://id.loc.gov/authorities/names/n85221093,lcnaf
"Rostow, W. W. (Walt Whitman), 1916-2003",,Rostow,W. W.,,Walt Whitman,,1916-2003,1916,2003,http://id.loc.gov/authorities/names/n79100860,lcnaf
"Blackney, William Wallace, 1876-1963.",,Blackney,William Wallace,,,,1876-1963,1876,1963,http://id.loc.gov/authorities/names/no2008190180,lcnaf
"Tuttle, Ogden Valorous, 1842-1916.",,Tuttle,Ogden Valorous,,,,1842-1916,1842,1916,,lcnaf
"Netzorg, Morton J.",,Netzorg,Morton J,,,,,,,http://id.loc.gov/authorities/names/n85245286,lcnaf
"Blair, Austin, 1818-1894.",,Blair,Austin,,,,1818-1894,1818,1894,http://id.loc.gov/authorities/names/no97005930,lcnaf
"Korab, Balthazar--Architect.",,Korab,Balthazar,,,,,,,,lcnaf
"Milliken, Helen, 1922-",,Milliken,Helen,,,,b. 1922,1922,,http://id.loc.gov/authorities/names/n2005079082,lcnaf
"Zimmerman, Fred R.",,Zimmerman,Fred R,,,,,,,,lcnaf
"Egan, Patrick.",,Egan,Patrick,,,,,,,,lcnaf
"Menefee, Ferdinand Northrup, 1886-",,Menefee,Ferdinand Northrup,,,,b. 1886,1886,,,lcnaf
"Taylor, F. M. (Fred Manville), 1855-1932.",,Taylor,F. M.,,Fred Manville,,1855-1932,1855,1932,http://id.loc.gov/authorities/names/n80009873,lcnaf
"Thorpe, Clarence De Witt, 1887-",,Thorpe,Clarence De Witt,,,,b. 1887,1887,,http://id.loc.gov/authorities/names/no94017314,lcnaf
"Willey, Gordon R. (Gordon Randolph), 1913-2002",,Willey,Gordon R.,,Gordon Randolph,,1913-2002,1913,2002,http://id.loc.gov/authorities/names/n79117145,lcnaf
"Strong, Martha Cochrane, 1843-1926.",,Strong,Martha Cochrane,,,,1843-1926,1843,1926,,lcnaf
"Kahn, Ernestine.",,Kahn,Ernestine,,,,,,,,lcnaf
"Hershey, Lewis Blaine, 1893-1977",,Hershey,Lewis Blaine,,,,1893-1977,1893,1977,http://id.loc.gov/authorities/names/n84027682,lcnaf
"Pierpoint, Wilbur K., 1914-",,Pierpoint,Wilbur K.,,,,b. 1914,1914,,,lcnaf
"Sobel, Morton J.",,Sobel,Morton J,,,,,,,,lcnaf
"Stearns, Justus S. (Justus Smith), b. 1845.",,Stearns,Justus S.,,Justus Smith,,b. 1845,1845,,,lcnaf
"Johnston, John McDouall, 1816-1895.",,Johnston,John McDouall,,,,1816-1895,1816,1895,,lcnaf
"Kresge, Sebastian Spering, 1867-1966.",,Kresge,Sebastian Spering,,,,1867-1966,1867,1966,http://id.loc.gov/authorities/names/n79140999,lcnaf
"Waybright, Edgar.",,Waybright,Edgar,,,,,,,,lcnaf
"Kirstein, George G.",,Kirstein,George G,,,,,,,http://id.loc.gov/authorities/names/n79060069,lcnaf
"Burns, Leo A., 1894-1982.",,Burns,Leo A.,,,,1894-1982,1894,1982,,lcnaf
"Comparet, Bertrand.",,Comparet,Bertrand,,,,,,,,lcnaf
"Dennison, Helen.",,Dennison,Helen,,,,,,,,lcnaf
"Rogers, Roy, 1911-1998",,Rogers,Roy,,,,1911-1998,1911,1998,http://id.loc.gov/authorities/names/n80001487,lcnaf
"Sinclair, John, 1941-",,Sinclair,John,,,,b. 1941,1941,,http://id.loc.gov/authorities/names/n85050309,lcnaf
"Bassett, John Spencer, 1867-1928.",,Bassett,John Spencer,,,,1867-1928,1867,1928,http://id.loc.gov/authorities/names/n50018425,lcnaf
"Reuther, Roy L., d. 1968.",,Reuther,Roy L.,,,,d. 1968,,1968,,lcnaf
"Schlesinger, Arthur Meier, 1888-1965.",,Schlesinger,Arthur Meier,,,,1888-1965,1888,1965,http://id.loc.gov/authorities/names/n79007439,lcnaf
"Truth, Sojourner, d. 1883.",,Truth,Sojourner,,,,d. 1883,,1883,,lcnaf
"Davis, R. Lee, 1868-1935.",,Davis,R. Lee,,,,1868-1935,1868,1935,,lcnaf
"McEvoy, Joseph P.",,McEvoy,Joseph P,,,,,,,,lcnaf
"Bryant, Everett.",,Bryant,Everett,,,,,,,,lcnaf
"Crapo, Stanley T.",,Crapo,Stanley T,,,,,,,,lcnaf
"Merillat, H. C. L. (Herbert Christian Laing), 1915-",,Merillat,H. C. L.,,Herbert Christian Laing,,b. 1915,1915,,http://id.loc.gov/authorities/names/n79089495,lcnaf
"Brown, William Ellis, 1896-1970.",,Brown,William Ellis,,,,1896-1970,1896,1970,,lcnaf
"O'Neill, Charles, 1882-1964.",,O'Neill,Charles,,,,1882-1964,1882,1964,http://id.loc.gov/authorities/names/no94004073,lcnaf
"Bohlen, Charles E. (Charles Eustis), 1904-1974",,Bohlen,Charles E.,,Charles Eustis,,1904-1974,1904,1974,http://id.loc.gov/authorities/names/n85290011,lcnaf
"Birney, Henry.",,Birney,Henry,,,,,,,,lcnaf
"Spillman, William Jasper, 1863-1931.",,Spillman,William Jasper,,,,1863-1931,1863,1931,,lcnaf
"Leggat, Al, 1914-",,Leggat,Al,,,,b. 1914,1914,,,lcnaf
"Hufana, Alejandrino G.",,Hufana,Alejandrino G,,,,,,,http://id.loc.gov/authorities/names/n83043022,lcnaf
"Bayne-Jones, Stanhope, 1888-1970",,Bayne-Jones,Stanhope,,,,1888-1970,1888,1970,http://id.loc.gov/authorities/names/n88089806,lcnaf
"Cunningham, DeVon.",,Cunningham,DeVon,,,,,,,,lcnaf
"Snyder, George.",,Snyder,George,,,,,,,,lcnaf
"La Follette, Robert M. (Robert Marion), 1855-1925.",,La Follette,Robert M.,,Robert Marion,,1855-1925,1855,1925,http://id.loc.gov/authorities/names/n50041743,lcnaf
"Schuschnigg, Kurt, 1897-1977.",,Schuschnigg,Kurt,,,,1897-1977,1897,1977,http://id.loc.gov/authorities/names/n86820716,lcnaf
"Irwin, John B.",,Irwin,John B,,,,,,,http://id.loc.gov/authorities/names/n97064036,lcnaf
"High, James L. (James Lambert), 1844-1898.",,High,James L.,,James Lambert,,1844-1898,1844,1898,http://id.loc.gov/authorities/names/n86819433,lcnaf
"Glaser, Donald A.",,Glaser,Donald A,,,,,,,,lcnaf
"Ericksen, Stanford C. (Stanford Clark), 1911-",,Ericksen,Stanford C.,,Stanford Clark,,b. 1911,1911,,http://id.loc.gov/authorities/names/n84044085,lcnaf
"Fangio, Juan Manuel, 1911-1995",,Fangio,Juan Manuel,,,,1911-1995,1911,1995,http://id.loc.gov/authorities/names/n86078072,lcnaf
"Ricketts, Howard Taylor, 1871-1910.",,Ricketts,Howard Taylor,,,,1871-1910,1871,1910,http://id.loc.gov/authorities/names/no98020298,lcnaf
"Noble, Alfred, 1844-1914.",,Noble,Alfred,,,,1844-1914,1844,1914,http://id.loc.gov/authorities/names/nr93016195,lcnaf
"Duffy, Yvonne.",,Duffy,Yvonne,,,,,,,http://id.loc.gov/authorities/names/n82026404,lcnaf
"Willoughby, Westel Woodbury, 1867-1945.",,Willoughby,Westel Woodbury,,,,1867-1945,1867,1945,http://id.loc.gov/authorities/names/n78087996,lcnaf
"Helme, James W., 1860-1938.",,Helme,James W.,,,,1860-1938,1860,1938,,lcnaf
"Warren, Herbert Langford, 1857-1917.",,Warren,Herbert Langford,,,,1857-1917,1857,1917,http://id.loc.gov/authorities/names/no98084887,lcnaf
"Graveraet, Robert.",,Graveraet,Robert,,,,,,,,lcnaf
"Nisbett, William P., b. 1847.",,Nisbett,William P.,,,,b. 1847,1847,,,lcnaf
"Sparks, Frank Melville, 1877-",,Sparks,Frank Melville,,,,b. 1877,1877,,,lcnaf
"Clement, Hugh B.",,Clement,Hugh B,,,,,,,,lcnaf
"Curtis, Charles, 1860-1936.",,Curtis,Charles,,,,1860-1936,1860,1936,http://id.loc.gov/authorities/names/n89600284,lcnaf
"Duffield, Henry Martyn, 1842-1912.",,Duffield,Henry Martyn,,,,1842-1912,1842,1912,http://id.loc.gov/authorities/names/no2008189009,lcnaf
"Ortmann, Charles L., b. 1830.",,Ortmann,Charles L.,,,,b. 1830,1830,,,lcnaf
"Beck, Dave, 1894-1993",,Beck,Dave,,,,1894-1993,1894,1993,http://id.loc.gov/authorities/names/n88120823,lcnaf
"Burroughs, Robert Eli, 1904-1978.",,Burroughs,Robert Eli,,,,1904-1978,1904,1978,,lcnaf
"Roberts, Roy.",,Roberts,Roy,,,,,,,,lcnaf
"Conard, Alfred F. (Alfred Fletcher), 1911-2009",,Conard,Alfred F.,,Alfred Fletcher,,1911-2009,1911,2009,http://id.loc.gov/authorities/names/n79102860,lcnaf
"Nye, Kathryn C.",,Nye,Kathryn C,,,,,,,,lcnaf
"Compton, Bulah.",,Compton,Bulah,,,,,,,,lcnaf
"Taylor, Howell, Mrs.",Mrs.,Taylor,Howell,,,,,,,,lcnaf
"Byrd, Letitia.",,Byrd,Letitia,,,,,,,,lcnaf
"Rogers, Will, 1911-1993",,Rogers,Will,,,,1911-1993,1911,1993,http://id.loc.gov/authorities/names/n93017167,lcnaf
"Allen, Glover Morrill, 1879-1942.",,Allen,Glover Morrill,,,,1879-1942,1879,1942,http://id.loc.gov/authorities/names/no98077497,lcnaf
"King, Carolyn.",,King,Carolyn,,,,,,,,lcnaf
"Blackwell, Walter.",,Blackwell,Walter,,,,,,,,lcnaf
"Schaeffer, Mary F.",,Schaeffer,Mary F,,,,,,,,lcnaf
"Jensen, Martin.",,Jensen,Martin,,,,,,,,lcnaf
"Jones, Marjorie H. (Marjorie Hallobaugh)",,Jones,Marjorie H.,,Marjorie Hallobaugh,,,,,,lcnaf
"Rowe, Carrie Jackson.",,Rowe,Carrie Jackson,,,,,,,,lcnaf
"Weston, William, 1810-1882.",,Weston,William,,,,1810-1882,1810,1882,,lcnaf
"Reimann, Lewis Charles.",,Reimann,Lewis Charles,,,,,,,http://id.loc.gov/authorities/names/n82013421,lcnaf
"Wasem, Ruth Ellen.",,Wasem,Ruth Ellen,,,,,,,http://id.loc.gov/authorities/names/nr99015096,lcnaf
"Parsons, Geoffrey, 1908-1981",,Parsons,Geoffrey,,,,1908-1981,1908,1981,http://id.loc.gov/authorities/names/no2009001395,lcnaf
"Zaremba, John A., 1894-",,Zaremba,John A.,,,,b. 1894,1894,,,lcnaf
"Hall, Alice.",,Hall,Alice,,,,,,,,lcnaf
"Buell, J. Joseph.",,Buell,J. Joseph,,,,,,,,lcnaf
"Ulrici, Hermann, 1806-1884.",,Ulrici,Hermann,,,,1806-1884,1806,1884,http://id.loc.gov/authorities/names/nr95007910,lcnaf
"Melchers, Gari, 1860-1932.",,Melchers,Gari,,,,1860-1932,1860,1932,http://id.loc.gov/authorities/names/n83191741,lcnaf
"Giannini, Amadeo Peter, 1870-1949.",,Giannini,Amadeo Peter,,,,1870-1949,1870,1949,http://id.loc.gov/authorities/names/n92035198,lcnaf
"Boudeman, Dallas.",,Boudeman,Dallas,,,,,,,,lcnaf
"Campbell, Colin Percy, 1877-",,Campbell,Colin Percy,,,,b. 1877,1877,,,lcnaf
"Conant, Shubael, b. 1783.",,Conant,Shubael,,,,b. 1783,1783,,,lcnaf
"Wagner, Robert F. (Robert Ferdinand), 1910-1991.",,Wagner,Robert F.,,Robert Ferdinand,,1910-1991,1910,1991,http://id.loc.gov/authorities/names/n85173210,lcnaf
"Clark, Noreen M.",,Clark,Noreen M,,,,,,,,lcnaf
"Jenner, William E. (William Ezra), 1908-1985",,Jenner,William E.,,William Ezra,,1908-1985,1908,1985,http://id.loc.gov/authorities/names/n91076627,lcnaf
"Rath, Christian, 1832-1920.",,Rath,Christian,,,,1832-1920,1832,1920,,lcnaf
"Carrington, Edward.",,Carrington,Edward,,,,,,,,lcnaf
"Kornegay, Francis A.",,Kornegay,Francis A,,,,,,,http://id.loc.gov/authorities/names/n80025872,lcnaf
"Ramos, Joóao Farias.",,Ramos,Joóao Farias,,,,,,,,lcnaf
"Carrera Verdugo, José Miguel, 1785-1821.",,Carrera Verdugo,José Miguel,,,,1785-1821,1785,1821,,lcnaf
"Goldenweiser, Alexander, 1880-1940.",,Goldenweiser,Alexander,,,,1880-1940,1880,1940,http://id.loc.gov/authorities/names/n90674982,lcnaf
"Allison, William B. (William Boyd), 1829-1908.",,Allison,William B.,,William Boyd,,1829-1908,1829,1908,http://id.loc.gov/authorities/names/n88070988,lcnaf
"Gilfillan, Lauren, 1909---I went to pit college.",,Gilfillan,Lauren,,,,b. 1909,1909,,,lcnaf
"Smith, Hal Horace, 1903-",,Smith,Hal Horace,,,,b. 1903,1903,,,lcnaf
"Hudson, Charles B.",,Hudson,Charles B,,,,,,,,lcnaf
"Becker, Carl Lotus, 1873-1945.",,Becker,Carl Lotus,,,,1873-1945,1873,1945,http://id.loc.gov/authorities/names/n79121326,lcnaf
"Bluestone, Irving.",,Bluestone,Irving,,,,,,,http://id.loc.gov/authorities/names/n83122080,lcnaf
"Wood, W. W.",,Wood,W. W,,,,,,,,lcnaf
"Brewer, Helen.",,Brewer,Helen,,,,,,,,lcnaf
"Tenny, Mark Wayland.",,Tenny,Mark Wayland,,,,,,,,lcnaf
"Powell, Thomas Reed, 1880-1955.",,Powell,Thomas Reed,,,,1880-1955,1880,1955,http://id.loc.gov/authorities/names/n2001088550,lcnaf
"Carhart, Henry S. (Henry Smith), 1844-1920.",,Carhart,Henry S.,,Henry Smith,,1844-1920,1844,1920,http://id.loc.gov/authorities/names/n87100438,lcnaf
"Cappaert, Andrea Lael, 1952-1980.",,Cappaert,Andrea Lael,,,,1952-1980,1952,1980,,lcnaf
"Murphy, Barbara.",,Murphy,Barbara,,,,,,,,lcnaf
"Malinowski, Bronislaw, 1884-1942.",,Malinowski,Bronislaw,,,,1884-1942,1884,1942,http://id.loc.gov/authorities/names/n50040651,lcnaf
"Bridenbaugh, Carl.",,Bridenbaugh,Carl,,,,,,,http://id.loc.gov/authorities/names/n50040863,lcnaf
"Rousselot, John H.",,Rousselot,John H,,,,,,,http://id.loc.gov/authorities/names/n88172289,lcnaf
"Netzorg, Petra Fuld.",,Netzorg,Petra Fuld,,,,,,,,lcnaf
"Warshay, Diana.",,Warshay,Diana,,,,,,,,lcnaf
"Wallace, W. Atwood.",,Wallace,W. Atwood,,,,,,,,lcnaf
"Gray, Elisha, 1835-1901.",,Gray,Elisha,,,,1835-1901,1835,1901,http://id.loc.gov/authorities/names/n92112564,lcnaf
"Watkins, James K., 1887-",,Watkins,James K.,,,,b. 1887,1887,,,lcnaf
"Glynn, Alphrett.",,Glynn,Alphrett,,,,,,,,lcnaf
"Densmore, Gail Ernest, 1894-",,Densmore,Gail Ernest,,,,b. 1894,1894,,,lcnaf
"Dickinson, Luren Dudley, 1859-1943.",,Dickinson,Luren Dudley,,,,1859-1943,1859,1943,http://id.loc.gov/authorities/names/no2008187778,lcnaf
"Pilling, Patricia L.",,Pilling,Patricia L,,,,,,,,lcnaf
"Tibbs, Chrystal G.",,Tibbs,Chrystal G,,,,,,,,lcnaf
"Malcolm, George A. (George Arthur), 1881-1961.",,Malcolm,George A.,,George Arthur,,1881-1961,1881,1961,http://id.loc.gov/authorities/names/n92120793,lcnaf
"Nevills, Norman D., 1908-1949.",,Nevills,Norman D.,,,,1908-1949,1908,1949,http://id.loc.gov/authorities/names/n88005200,lcnaf
"Redfield, Alexander Heman, 1805-1869.",,Redfield,Alexander Heman,,,,1805-1869,1805,1869,,lcnaf
"Radulovich, Milo, 1926-2007.",,Radulovich,Milo,,,,1926-2007,1926,2007,http://id.loc.gov/authorities/names/n96060693,lcnaf
"McNally, James Wallace, 1911-",,McNally,James Wallace,,,,b. 1911,1911,,,lcnaf
"Adams, Charles G. (Charles Gilchrist), 1936-",,Adams,Charles G.,,Charles Gilchrist,,b. 1936,1936,,,lcnaf
"Thompson, Harold R.",,Thompson,Harold R,,,,,,,,lcnaf
"Allen, Richard, 1760-1831.",,Allen,Richard,,,,1760-1831,1760,1831,http://id.loc.gov/authorities/names/n82078023,lcnaf
"Davenport, Charles Benedict, 1866-1944.",,Davenport,Charles Benedict,,,,1866-1944,1866,1944,http://id.loc.gov/authorities/names/n83825499,lcnaf
"Stebbins, Francis Ranna, 1818 or 1819-1892.",,Stebbins,Francis Ranna,,,,1819-1892,1819,1892,,lcnaf
"Bailey, Franklin H., 1845-1914.",,Bailey,Franklin H.,,,,1845-1914,1845,1914,,lcnaf
"Akers, Elmer, 1899-",,Akers,Elmer,,,,b. 1899,1899,,,lcnaf
"Patton, Robert H. (Robert Howard), 1860-1939.",,Patton,Robert H.,,Robert Howard,,1860-1939,1860,1939,,lcnaf
"Evans, Maurice.",,Evans,Maurice,,,,,,,,lcnaf
"Fugate, James, 1877-1938.",,Fugate,James,,,,1877-1938,1877,1938,,lcnaf
"Rubinstein, Anton, 1829-1894.",,Rubinstein,Anton,,,,1829-1894,1829,1894,http://id.loc.gov/authorities/names/n80145026,lcnaf
"Richmond, William A., 1808-1870.",,Richmond,William A.,,,,1808-1870,1808,1870,,lcnaf
"Calder, Alexander Stirling, 1870-1945.",,Calder,Alexander Stirling,,,,1870-1945,1870,1945,http://id.loc.gov/authorities/names/n85346878,lcnaf
"Santos, Beinvenido N.",,Santos,Beinvenido N,,,,,,,,lcnaf
"Abbott, James.",,Abbott,James,,,,,,,,lcnaf
"Houghton, Jacob, 1827-1903.",,Houghton,Jacob,,,,1827-1903,1827,1903,http://id.loc.gov/authorities/names/nr2002044884,lcnaf
"Hayden, Elizabeth Olivia Hall.",,Hayden,Elizabeth Olivia Hall,,,,,,,,lcnaf
